Item,Package,Title,Rows,Cols,n_binary,n_character,n_factor,n_logical,n_numeric,CSV,Doc
Garch,Ecdat,Daily Observations on Exchange Rates of the US Dollar Against Other Currencies,1867,8,0,1,0,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Garch.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Garch.html
Gasoline,Ecdat,Gasoline Consumption,342,6,0,0,1,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Gasoline.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Gasoline.html
Griliches,Ecdat,Wage Datas,758,20,6,0,6,0,14,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Griliches.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Griliches.html
Grunfeld,Ecdat,Grunfeld Investment Data,200,5,0,0,0,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Grunfeld.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Grunfeld.html
HC,Ecdat,Heating and Cooling System Choice in Newly Built Houses in California,250,18,0,0,1,0,17,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/HC.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/HC.html
Hdma,Ecdat,The Boston HMDA Data Set,2381,13,7,0,6,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Hdma.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Hdma.html
Heating,Ecdat,Heating System Choice in California Houses,900,21,0,0,2,0,19,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Heating.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Heating.html
Hedonic,Ecdat,Hedonic Prices of Census Tracts in Boston,506,15,1,0,1,0,14,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Hedonic.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Hedonic.html
HHSCyberSecurityBreaches,Ecdat,Cybersecurity breaches reported to the US Department of Health and Human Services,1151,9,1,2,4,1,1,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/HHSCyberSecurityBreaches.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/HHSCyberSecurityBreaches.html
HI,Ecdat,Health Insurance and Hours Worked By Wives,22272,13,4,0,7,0,6,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/HI.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/HI.html
Hmda,Ecdat,The Boston HMDA Data Set,2381,13,7,0,6,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Hmda.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Hmda.html
Housing,Ecdat,Sales Prices of Houses in the City of Windsor,546,12,6,0,6,0,6,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Housing.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Housing.html
Hstarts,Ecdat,Housing Starts,168,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Hstarts.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Hstarts.html
Icecream,Ecdat,Ice Cream Consumption,30,4,0,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Icecream.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Icecream.html
incidents.byCountryYr,Ecdat,Global Terrorism Database yearly summaries,206,46,0,0,0,0,46,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/incidents.byCountryYr.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/incidents.byCountryYr.html
incomeInequality,Ecdat,Income Inequality in the US,66,22,0,0,0,0,22,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/incomeInequality.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/incomeInequality.html
IncomeUK,Ecdat,Seasonally Unadjusted Quarterly Data on Disposable Income and Expenditure,58,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/IncomeUK.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/IncomeUK.html
Irates,Ecdat,Monthly Interest Rates,531,10,0,0,0,0,10,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Irates.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Irates.html
Journals,Ecdat,Economic Journals Dat Set,180,10,1,0,4,0,6,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Journals.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Journals.html
Kakadu,Ecdat,Willingness to Pay for the Preservation of the Kakadu National Park,1827,22,5,0,6,0,16,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Kakadu.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Kakadu.html
Ketchup,Ecdat,Choice of Brand for Ketchup,4956,7,0,0,1,0,6,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Ketchup.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Ketchup.html
Klein,Ecdat,Klein's Model I,22,9,0,0,0,0,9,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Klein.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Klein.html
LaborSupply,Ecdat,Wages and Hours Worked,5320,7,1,0,0,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/LaborSupply.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/LaborSupply.html
Labour,Ecdat,Belgian Firms,569,4,0,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Labour.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Labour.html
Longley,Ecdat,The Longley Data,16,4,0,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Longley.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Longley.html
LT,Ecdat,Dollar Sterling Exchange Rate,200,3,0,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/LT.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/LT.html
Macrodat,Ecdat,Macroeconomic Time Series for the United States,168,7,0,0,0,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Macrodat.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Macrodat.html
Males,Ecdat,Wages and Education of Young Males,4360,12,3,0,7,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Males.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Males.html
ManufCost,Ecdat,Manufacturing Costs,25,9,0,0,0,0,9,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/ManufCost.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/ManufCost.html
Mathlevel,Ecdat,Level of Calculus Attained for Students Taking Advanced Micro-economics,609,8,2,0,4,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Mathlevel.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Mathlevel.html
MCAS,Ecdat,The Massachusetts Test Score Data Set,220,17,0,0,2,0,15,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/MCAS.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/MCAS.html
MedExp,Ecdat,Structure of Demand for Medical Care,5574,15,5,0,6,0,9,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/MedExp.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/MedExp.html
Metal,Ecdat,Production for SIC 33,27,3,0,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Metal.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Metal.html
Mishkin,Ecdat,Inflation and Interest Rates,491,5,0,0,0,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Mishkin.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Mishkin.html
Mode,Ecdat,Mode Choice,453,9,0,0,1,0,8,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Mode.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Mode.html
ModeChoice,Ecdat,Data to Study Travel Mode Choice,840,7,1,0,0,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/ModeChoice.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/ModeChoice.html
Mofa,Ecdat,"International Expansion of U.S. Mofa's (majority-owned Foreign Affiliates in Fire (finance, Insurance and Real Estate)",50,5,0,0,1,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Mofa.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Mofa.html
Money,Ecdat,"Money, GDP and Interest Rate in Canada",128,4,0,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Money.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Money.html
MoneyUS,Ecdat,Macroeconomic Series for the United States,164,5,0,0,0,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/MoneyUS.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/MoneyUS.html
Mpyr,Ecdat,"Money, National Product and Interest Rate",90,4,0,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Mpyr.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Mpyr.html
Mroz,Ecdat,Labor Supply Data,753,18,2,0,2,0,16,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Mroz.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Mroz.html
MunExp,Ecdat,Municipal Expenditure Data,2385,5,0,0,0,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/MunExp.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/MunExp.html
MW,Ecdat,Growth of Disposable Income and Treasury Bill Rate,50,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/MW.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/MW.html
NaturalPark,Ecdat,Willingness to Pay for the Preservation of the Alentejo Natural Park,312,7,1,0,2,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/NaturalPark.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/NaturalPark.html
Nerlove,Ecdat,"Cost Function for Electricity Producers, 1955",159,8,0,0,0,0,8,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Nerlove.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Nerlove.html
nkill.byCountryYr,Ecdat,Global Terrorism Database yearly summaries,206,46,0,0,0,0,46,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/nkill.byCountryYr.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/nkill.byCountryYr.html
nonEnglishNames,Ecdat,Names with Character Set Problems,11,2,0,2,0,0,0,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/nonEnglishNames.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/nonEnglishNames.html
nuclearWeaponStates,Ecdat,Nations with nuclear weapons,9,14,1,2,0,0,11,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/nuclearWeaponStates.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/nuclearWeaponStates.html
OFP,Ecdat,Visits to Physician Office,4406,19,7,0,8,0,11,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/OFP.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/OFP.html
Oil,Ecdat,Oil Investment,53,11,0,0,0,0,11,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Oil.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Oil.html
Orange,Ecdat,The Orange Juice Data Set,642,3,0,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Orange.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Orange.html
Participation,Ecdat,Labor Force Participation,872,7,2,0,2,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Participation.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Participation.html
PatentsHGH,Ecdat,Dynamic Relation Between Patents and R&D,1730,18,1,0,1,0,17,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/PatentsHGH.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/PatentsHGH.html
PatentsRD,Ecdat,"Patents, R&D and Technological Spillovers for a Panel of Firms",1629,7,0,0,0,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/PatentsRD.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/PatentsRD.html
PE,Ecdat,Price and Earnings Index,132,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/PE.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/PE.html
politicalKnowledge,Ecdat,Political knowledge in the US and Europe,4,12,0,1,0,0,11,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/politicalKnowledge.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/politicalKnowledge.html
Pound,Ecdat,Pound-dollar Exchange Rate,778,4,0,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Pound.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Pound.html
PPP,Ecdat,Exchange Rates and Price Indices for France and Italy,186,5,0,0,0,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/PPP.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/PPP.html
Pricing,Ecdat,Returns of Size-based Portfolios,418,12,0,0,0,0,12,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Pricing.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Pricing.html
Produc,Ecdat,Us States Production,816,10,0,0,1,0,9,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Produc.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Produc.html
PSID,Ecdat,Panel Survey of Income Dynamics,4856,8,0,0,1,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/PSID.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/PSID.html
RetSchool,Ecdat,Return to Schooling,5225,17,9,0,0,0,17,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/RetSchool.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/RetSchool.html
Schooling,Ecdat,Wages and Schooling,3010,28,16,0,17,0,11,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Schooling.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Schooling.html
Solow,Ecdat,Solow's Technological Change Data,41,3,0,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Solow.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Solow.html
Somerville,Ecdat,Visits to Lake Somerville,659,8,2,0,2,0,6,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Somerville.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Somerville.html
SP500,Ecdat,Returns on Standard & Poor's 500 Index,2783,1,0,0,0,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/SP500.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/SP500.html
Star,Ecdat,Effects on Learning of Small Class Sizes,5748,8,2,0,4,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Star.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Star.html
Strike,Ecdat,Strike Duration Data,62,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Strike.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Strike.html
StrikeDur,Ecdat,Strikes Duration,566,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/StrikeDur.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/StrikeDur.html
StrikeNb,Ecdat,Number of Strikes in Us Manufacturing,108,3,0,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/StrikeNb.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/StrikeNb.html
SumHes,Ecdat,The Penn Table,3250,7,2,0,3,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/SumHes.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/SumHes.html
Tbrate,Ecdat,"Interest Rate, GDP and Inflation",188,3,0,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Tbrate.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Tbrate.html
terrorism,Ecdat,Global Terrorism Database yearly summaries,46,25,0,1,1,0,23,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/terrorism.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/terrorism.html
Tobacco,Ecdat,Households Tobacco Budget Share,2724,9,0,0,2,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Tobacco.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Tobacco.html
Train,Ecdat,Stated Preferences for Train Traveling,2929,11,1,0,1,0,10,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Train.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Train.html
TranspEq,Ecdat,Statewide Data on Transportation Equipment Manufacturing,25,5,0,0,1,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/TranspEq.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/TranspEq.html
Treatment,Ecdat,Evaluating Treatment Effect of Training on Earnings,2675,10,4,0,1,4,5,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Treatment.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Treatment.html
Tuna,Ecdat,Choice of Brand for Tuna,13705,8,0,0,1,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Tuna.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Tuna.html
UnempDur,Ecdat,Unemployment Duration,3343,11,5,0,1,0,10,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/UnempDur.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/UnempDur.html
Unemployment,Ecdat,Unemployment Duration,452,12,9,0,5,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Unemployment.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Unemployment.html
University,Ecdat,Provision of University Teaching and Research,62,17,0,0,0,0,17,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/University.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/University.html
USclassifiedDocuments,Ecdat,Official Secrecy of the United States Government,29,5,0,0,0,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/USclassifiedDocuments.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/USclassifiedDocuments.html
USFinanceIndustry,Ecdat,US Finance Industry Profits,84,7,0,0,0,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/USFinanceIndustry.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/USFinanceIndustry.html
USGDPpresidents,Ecdat,US GDP per capita with presidents and wars,262,12,1,0,3,0,9,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/USGDPpresidents.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/USGDPpresidents.html
USstateAbbreviations,Ecdat,Standard abbreviations for states of the United States,76,10,0,10,0,0,0,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/USstateAbbreviations.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/USstateAbbreviations.html
UStaxWords,Ecdat,Number of Words in US Tax Law,7,10,0,0,0,0,10,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/UStaxWords.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/UStaxWords.html
VietNamH,Ecdat,Medical Expenses in Viet-nam (household Level),5999,11,3,0,4,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/VietNamH.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/VietNamH.html
VietNamI,Ecdat,Medical Expenses in Viet-nam (individual Level),27765,12,4,0,1,0,11,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/VietNamI.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/VietNamI.html
Wages,Ecdat,Panel Datas of Individual Wages,4165,12,8,0,7,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Wages.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Wages.html
Wages1,Ecdat,"Wages, Experience and Schooling",3294,4,1,0,1,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Wages1.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Wages1.html
Workinghours,Ecdat,Wife Working Hours,3382,12,3,0,1,0,11,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Workinghours.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Workinghours.html
Yen,Ecdat,Yen-dollar Exchange Rate,778,4,0,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/Ecdat/Yen.csv,https://vincentarelbundock.github.io/Rdatasets/doc/Ecdat/Yen.html
